ticker,company_name,sector,debt_to_equity,current_ratio,altman_z_score,revenue,ebit,operating_cash_flow,market_cap,inflation_rate,currency_volatility,news_risk_score,bankrupt
STB36,Company_36,Finance,1.1388837048366707,1.753999062745158,2.634276964327192,33158430880,2170953785,4676203270,26054196049,3.3414034813957376,0.026510650566703042,0.24298584523792363,0
STB37,Company_37,Finance,1.1492201296054807,1.5279038323785359,3.0091237298365856,37476884522,709798019,7325606796,80926352895,2.707994607183781,0.008302315661749101,0.35157476761078743,0
STB38,Company_38,Retail,0.8868010318324023,1.5547937534631513,3.264438714381164,23118839215,4608057751,3549862065,20314467374,5.129509466315617,0.0034090841161234335,0.16152326804483774,0
STB39,Company_39,Energy,1.131142256809531,1.655063196374612,3.0439772198132276,27130771164,4418832496,4664357636,43160743991,3.691105601345879,0.022936660236094655,0.39039821995127033,0
STB40,Company_40,Energy,0.9205610812935647,1.629051495480479,3.3511174557423207,42230885366,2772901883,384375204,17793114486,3.8791584070851006,0.015112301765444675,0.3132857436510245,0
STB41,Company_41,Automotive,0.7158974559504575,1.1725200990938207,2.897138224955739,42234116194,1978181152,8552552018,94175613248,0.7152586942923591,0.022599214691357294,0.15985207820149594,0
STB42,Company_42,Retail,1.3823843227522619,2.179122159229916,3.126436081618154,8119014552,2353406258,1611895872,77754762719,4.808872810863878,0.00708963929101885,0.32087415510954653,0
STB43,Company_43,Manufacturing,0.6771261562864799,1.7953549979964665,3.6753674076299045,34087109388,4053560548,7805914867,61275577776,3.563382101987468,0.004394940856173294,0.25895200695433507,0
STB44,Company_44,Retail,0.41516611316694585,1.7917870663244524,2.254618192995896,49540839161,4138282016,4088401662,46001444948,0.9426159304153141,0.02206689463001077,0.3121690286933334,0
STB45,Company_45,Manufacturing,1.4060861710665629,2.0453620536649697,3.0760982597391697,28023799864,850916523,3255734659,72820071116,3.727641167419913,0.01650216239043148,0.3303338504328517,0
STB46,Company_46,Automotive,1.4167484022715287,1.4836186591599487,3.0740345529194326,16413553580,307904524,8207729753,2513021793,-0.09378851086762419,-0.0011069952115017843,0.12618705387690266,0
STB47,Company_47,Technology,0.01292235652797269,1.5725018638445274,3.64446670099915,15776475712,4737805534,9087524134,36641374562,6.5129628037694935,0.0334309881810773,0.25183118690780415,0
STB48,Company_48,Energy,1.118976471612445,1.9372246946157428,2.841294281115447,33179695871,4383229441,6430776002,86641476847,1.347217800027359,0.006923429318162427,0.37960430267708034,0
STB49,Company_49,Automotive,-0.2222115109099574,1.78068658475971,3.4571338177348325,10141612758,415629426,68763532,98703234821,5.417689148577654,0.04573324952110432,0.19619265764785432,0
STB50,Company_50,Energy,1.334740443098465,1.9034707005134186,3.7718812258238983,4798616641,315752912,6327849435,21973623902,1.78056667782202,0.013759832711114216,0.2781649292673697,0
BNK1,Company_1,Technology,3.710402333496779,0.5239049585524873,0.35658958006652786,49464401586,2482130363,6158088124,12720851233,5.468982055171372,0.16222724852880085,0.4708998347213884,1
BNK2,Company_2,Technology,4.061315516851711,0.8710759090835551,1.6388028320893004,17975854832,2334993461,4079043627,24362202918,6.4647715233087375,0.1547855466840931,0.4951408297457187,1
BNK3,Company_3,Energy,3.359832660345439,0.6709563013918391,0.6467766525300371,12091793209,658776557,9416367515,10205774100,9.594584844732406,0.1577620548693111,0.6741949339876074,1
BNK4,Company_4,Retail,2.786316265541652,0.6043467664852427,0.48512482431375004,1069711242,3177096816,464895364,49903838628,6.756896707153743,0.14925191630253354,0.3628293065454178,1
BNK5,Company_5,Manufacturing,3.1288908495817784,0.42065468185792176,1.3732295210285614,35077403863,3746300712,4077985834,49198993520,9.43511587149093,0.145714752657589,0.2946141558652061,1
BNK6,Company_6,Automotive,2.8449837689076984,1.1470362169570592,1.5118273826029385,34152481394,1300090460,2927048673,97514658443,7.141365586406533,0.14208455852687749,0.6425781341659869,1
BNK7,Company_7,Technology,3.5214937340461074,0.31860543253073115,0.2950181175303771,22172074007,3167468835,3845740001,91266780797,10.434997540577498,0.14942889147595578,0.4636645076086915,1
BNK8,Company_8,Automotive,4.322656607427793,0.8937913881413307,0.8574356600561949,46123866945,2853679261,9879093996,26313892684,7.3649478510131425,0.14723133777814193,0.5734378041576472,1
BNK9,Company_9,Energy,3.5355398640512066,0.8860435585278238,1.5437649857754272,49690871342,2800656944,5757968718,78403833388,9.81884742662725,0.1430362309717778,0.16114865356250158,1
BNK10,Company_10,Automotive,2.997556870384576,1.0572910628951284,2.127393510777878,1869715312,2349923479,9741794638,31938484911,5.680521228321737,0.1648536096441749,0.31136241793619457,1
BNK11,Company_11,Automotive,3.3229112559464067,1.1176564955863106,-0.030927475471016264,45275748323,4796977151,9190539341,12212095433,7.517622123536946,0.1493553092980783,0.1253169092614288,1
BNK12,Company_12,Finance,4.187752822573003,0.767417804494057,1.9312594914716545,35825829222,1018115009,8932501385,50391968528,7.769365297194054,0.12602095080270376,0.18075108563431908,1
BNK13,Company_13,Energy,3.204053581663808,0.832987693256862,0.8795094444497751,29042084104,4118564506,6075416451,18668518738,4.807552175124389,0.1563858452174109,0.3861303650230342,1
BNK14,Company_14,Energy,3.149799288056177,0.9751698651380275,0.6443959691715974,13892767643,2883593737,5253414360,43011829000,7.3157587106597015,0.1367376171058358,0.4660681025135448,1
BNK15,Company_15,Technology,3.2641248714369695,0.04748373494335412,0.8153771638584559,47710445046,4572707322,2146170280,76511129687,7.414113997469277,0.15046072375008404,0.4395293922049519,1
BNK16,Company_16,Energy,3.01020244225087,0.5350015139182893,2.045993433879462,7537527147,3875404175,2301021938,49384794626,7.9555576527721685,0.13042267187767115,0.2890007565706419,1
BNK17,Company_17,Manufacturing,3.8357328146618808,0.27747220286606444,2.404406193749935,6310396791,4691051860,7862632211,70504138441,8.337633282511169,0.1437804651983314,0.5565003384522694,1
BNK18,Company_18,Finance,3.5538941580689754,1.0593143245313388,0.7965728208274097,13584972063,199046332,6756459969,64631508518,8.15434618482142,0.16081879301896745,0.4564610078615873,1
BNK19,Company_19,Manufacturing,3.433202691099791,0.28722688743997554,1.3760148552166511,3004427067,3934989099,900929847,4930537821,8.926215219691258,0.14155676496225825,0.2869523104884318,1
BNK20,Company_20,Energy,4.323398762313432,0.3811240737483945,2.265793664943447,32425593651,1407815582,2121429045,82687341081,6.4937624186190135,0.15079702992709965,0.2710828454557025,1
BNK21,Company_21,Finance,3.5981612268687626,0.6640482127226734,2.0641602641161487,37876655207,241033700,3662001333,80376037192,5.834363198926377,0.15140123397492378,0.4868689955903055,1
BNK22,Company_22,Energy,4.096916932979417,0.23023357886845808,1.6858179632497297,18408365295,2317814184,1431747258,97027990638,7.143746436086827,0.14899047456217768,0.23197012400285658,1
BNK23,Company_23,Manufacturing,2.9008720492290094,0.7436694415822171,1.8536812362204964,13936612293,3608398639,8141141745,19239176886,6.312614247890091,0.14954707844985815,0.22697064621857718,1
BNK24,Company_24,Energy,2.453414563168767,0.6983275337559312,1.7675456405568295,22000255278,2673099552,9199440735,41666443700,6.512673484978538,0.1437567029905455,0.49152811041229105,1
BNK25,Company_25,Automotive,3.676098174882561,1.028422701561528,1.1785637586031823,18333747016,3546775532,6426638707,65725914306,7.169680434437098,0.13599371554393078,0.6580504964730991,1
BNK26,Company_26,Retail,3.3131320104673385,1.0555264424165358,2.157172666904735,20819902925,2398818462,1520308203,95891206924,8.637643898946601,0.1577190832446528,0.5073126753639143,1
BNK27,Company_27,Finance,3.739957787045716,1.4442167962029515,0.5417770560049003,47942179848,4704944932,7280205933,78828713952,6.949635739277013,0.14582075139426992,0.16045954700512546,1
BNK28,Company_28,Retail,3.417000972039642,1.1860343096682744,1.2007302342753214,35048351332,2026337677,3684795540,976712446,8.137046499767328,0.14968951904668742,0.23103114672187536,1
BNK29,Company_29,Finance,3.931651370251789,0.9860954110124602,0.3033445364276921,17190402937,4409765977,4991213611,54146517053,8.48377476872015,0.14351616041689494,0.435383136595913,1
BNK30,Company_30,Retail,3.2419708418941924,0.9394836248156431,1.4900839027020376,22225813248,3767110456,9092899342,62886452717,6.735516574002102,0.14126108432174772,0.4079633654876281,1
BNK31,Company_31,Technology,3.3558959874790313,0.624619604894196,2.475715233269157,40514955672,1855570522,8957957335,26343791225,6.035484532015213,0.1540399769877073,0.3549045681507077,1
BNK32,Company_32,Automotive,4.147774176112789,0.7883185576172708,1.6719516566833255,26012264887,544901916,1134126273,52883039851,6.814580633713957,0.1548093948320332,0.1461946908652722,1
BNK33,Company_33,Energy,4.288482576081741,0.9382243199497788,2.446075435345207,9025166092,2718970575,6383664883,39307627842,7.517161320711204,0.14737942338846804,0.652289355345703,1
BNK34,Company_34,Energy,3.0245640799284303,0.3896907781610877,1.1364474049093647,34849981793,1346453537,745871327,38718508528,6.676903788655392,0.15081572560044523,0.6451212352620057,1
BNK35,Company_35,Manufacturing,3.7108510828777135,0.4571434082119505,1.5970698719029992,25610976935,4855177952,900573420,6295704297,7.450243937910994,0.13611819123131602,0.649457131483135,1
BNK36,Company_36,Finance,4.17618859166053,1.103440107823746,0.43909089746755736,22471798280,603185947,8168507049,91157999771,7.599813050222123,0.15645770226937658,0.6385323948051674,1
BNK37,Company_37,Manufacturing,3.123967963990811,0.9783725715824138,2.000040380889379,19233903768,1028776164,1534933251,65232311015,8.689912388684801,0.13736994629404706,0.2589082313240104,1
BNK38,Company_38,Technology,3.809709136968384,0.9164772401197309,0.9725755021244487,25423108078,698072859,1499704342,54930009476,8.08034039614783,0.16026191447902338,0.6145136389159487,1
BNK39,Company_39,Energy,4.242871734537124,0.27432384652192665,0.9564004692128112,49397967888,4765914942,5318411072,10556231140,10.102447350453817,0.14097912547147695,0.34153147135400713,1
BNK40,Company_40,Retail,3.121842676530889,1.0662804366945249,0.43431126841972567,23613347154,3915895641,3440945961,75933412691,6.630581635278732,0.16953017634906356,0.35554667287202113,1
BNK41,Company_41,Retail,3.8285011297844123,0.54295050800003,1.4425283585829094,11969561976,3856115500,3761138407,26837789061,7.903585891983992,0.14538657347949163,0.12325489411662068,1
BNK42,Company_42,Automotive,2.7930156797869494,0.9643760067598055,1.2417216443633563,32679182707,90032266,1116323418,67449502163,8.571055010020352,0.1684985031109352,0.22778384233973809,1
BNK43,Company_43,Automotive,3.2361393811947,0.3505695296765405,1.6744507286002177,18284898813,2922399481,1161869085,9316091002,8.283851321149584,0.15555156017110053,0.5212259635864863,1
BNK44,Company_44,Energy,3.7456838857012644,1.2184205568387894,0.9528429781149592,34045523724,3006307318,7084857006,8800224821,7.9574620345934655,0.15188025744049702,0.28221204278963985,1
BNK45,Company_45,Manufacturing,2.787984241046808,0.9524606548998709,0.7887523579550044,3590841668,3266000221,4780500252,62404522736,9.959434461588524,0.14378378448707416,0.2797331909592162,1
BNK46,Company_46,Retail,3.743772893889385,0.6849362929312465,1.2540729895074982,48529284171,1492767157,8589657243,79475356021,5.158679615930213,0.1610997008545918,0.6099426442760593,1
BNK47,Company_47,Technology,3.6314824956382243,1.1924646936881764,1.2964125563184894,36203015575,1844890954,4875548503,23226690595,6.5509817986565135,0.15993081512502963,0.4887885179497026,1
BNK48,Company_48,Automotive,4.100578912240229,0.6251994903271487,3.2373979144600913,11806459684,282448867,5988629872,64097382462,8.087887468016625,0.1598976204481281,0.5388073790670543,1
BNK49,Company_49,Manufacturing,3.8392709686215634,1.0082363097771059,1.3217282622887483,49644702324,3929928727,6523054445,16302737591,8.231768795860933,0.1635855544123417,0.43469164788696246,1
BNK50,Company_50,Finance,3.7459766888024366,0.484750705552527,0.9624745008527088,31611244142,4099726694,5085796278,13288562929,7.891700298907871,0.1427030147456119,0.5321465823419894,1
